"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"34","event_MESSAGE_CC_receive order request","2022/10/28 21:31:09.361","2022/10/28 21:31:09.361","-0.6931471805599453","true"
"34","check availability order","2022/10/28 21:32:09.361","2022/10/28 21:32:09.361","-0.6931471805599453","true"
"34","end_event_notification unavailability","2022/10/28 21:35:09.361","2022/10/28 21:35:09.361","-0.6931471805599453","true"
"35","CC_OM_start_event_","2022/10/28 21:45:45.932","2022/10/28 21:45:45.932","-0.6931471805599453","true"
"35","event_MESSAGE_CC_receive order request","2022/10/28 21:46:45.932","2022/10/28 21:46:45.932","-0.6931471805599453","true"
"35","check availability order","2022/10/28 21:47:45.932","2022/10/28 21:47:45.932","-0.6931471805599453","true"
"35","elaborate service","2022/10/28 21:50:45.932","2022/10/28 21:50:45.932","-0.6931471805599453","true"
"35","event_MESSAGE_send availability notification and personal info request","2022/10/28 21:51:45.932","2022/10/28 21:51:45.932","-0.6931471805599453","true"
"35","event_MESSAGE_receive personal info","2022/10/28 21:52:45.932","2022/10/28 21:52:45.932","-0.6931471805599453","true"
"35","event_MESSAGE_send order request with info subscriber","2022/10/28 21:53:45.932","2022/10/28 21:53:45.932","-0.6931471805599453","true"
"35","event_MESSAGE_receive installation confirm","2022/10/28 21:54:45.932","2022/10/28 21:54:45.932","-0.6931471805599453","true"
"35","CC_OM_end_event_","2022/10/28 21:55:45.932","2022/10/28 21:55:45.932","-0.6931471805599453","true"
"36","CC_OM_start_event_","2022/10/28 21:46:03.747","2022/10/28 21:46:03.747","-0.6931471805599453","true"
"36","event_MESSAGE_CC_receive order request","2022/10/28 21:47:03.747","2022/10/28 21:47:03.747","-0.6931471805599453","true"
"36","check availability order","2022/10/28 21:48:03.747","2022/10/28 21:48:03.747","-0.6931471805599453","true"
"36","elaborate service","2022/10/28 21:51:03.747","2022/10/28 21:51:03.747","-0.6931471805599453","true"
"36","event_MESSAGE_send availability notification and personal info request","2022/10/28 21:52:03.747","2022/10/28 21:52:03.747","-0.6931471805599453","true"
"36","event_MESSAGE_receive personal info","2022/10/28 21:53:03.747","2022/10/28 21:53:03.747","-0.6931471805599453","true"
"36","event_MESSAGE_send order request with info subscriber","2022/10/28 21:54:03.747","2022/10/28 21:54:03.747","-0.6931471805599453","true"
"36","event_MESSAGE_receive installation confirm","2022/10/28 21:55:03.747","2022/10/28 21:55:03.747","-0.6931471805599453","true"
"36","CC_OM_end_event_","2022/10/28 21:56:03.747","2022/10/28 21:56:03.747","-0.6931471805599453","true"
"37","CC_OM_start_event_","2022/10/28 21:53:06.185","2022/10/28 21:53:06.185","-0.6931471805599453","true"
"37","event_MESSAGE_CC_receive order request","2022/10/28 21:54:06.185","2022/10/28 21:54:06.185","-0.6931471805599453","true"
"37","check availability order","2022/10/28 21:55:06.185","2022/10/28 21:55:06.185","-0.6931471805599453","true"
"37","end_event_notification unavailability","2022/10/28 21:58:06.185","2022/10/28 21:58:06.185","-0.6931471805599453","true"
"38","CC_OM_start_event_","2022/10/28 21:53:28.095","2022/10/28 21:53:28.095","-0.6931471805599453","true"
"38","event_MESSAGE_CC_receive order request","2022/10/28 21:54:28.095","2022/10/28 21:54:28.095","-0.6931471805599453","true"
"38","check availability order","2022/10/28 21:55:28.095","2022/10/28 21:55:28.095","-0.6931471805599453","true"
"38","end_event_notification unavailability","2022/10/28 21:58:28.095","2022/10/28 21:58:28.095","-0.6931471805599453","true"
"39","CC_OM_start_event_","2022/10/28 21:58:03.077","2022/10/28 21:58:03.077","-0.6931471805599453","true"
"39","event_MESSAGE_CC_receive order request","2022/10/28 21:59:03.077","2022/10/28 21:59:03.077","-0.6931471805599453","true"
"39","check availability order","2022/10/28 22:00:03.077","2022/10/28 22:00:03.077","-0.6931471805599453","true"
"39","end_event_notification unavailability","2022/10/28 22:03:03.077","2022/10/28 22:03:03.077","-0.6931471805599453","true"
"40","CC_OM_start_event_","2022/10/28 21:59:42.741","2022/10/28 21:59:42.741","-0.6931471805599453","true"
"40","event_MESSAGE_CC_receive order request","2022/10/28 22:00:42.741","2022/10/28 22:00:42.741","-0.6931471805599453","true"
"40","check availability order","2022/10/28 22:01:42.741","2022/10/28 22:01:42.741","-0.6931471805599453","true"
"40","elaborate service","2022/10/28 22:04:42.741","2022/10/28 22:04:42.741","-0.6931471805599453","true"
"40","event_MESSAGE_send availability notification and personal info request","2022/10/28 22:05:42.741","2022/10/28 22:05:42.741","-0.6931471805599453","true"
"40","event_MESSAGE_receive personal info","2022/10/28 22:06:42.741","2022/10/28 22:06:42.741","-0.6931471805599453","true"
"40","event_MESSAGE_send order request with info subscriber","2022/10/28 22:07:42.741","2022/10/28 22:07:42.741","-0.6931471805599453","true"
"40","event_MESSAGE_receive installation confirm","2022/10/28 22:08:42.741","2022/10/28 22:08:42.741","-0.6931471805599453","true"
"40","CC_OM_end_event_","2022/10/28 22:09:42.741","2022/10/28 22:09:42.741","-0.6931471805599453","true"
"41","CC_OM_start_event_","2022/10/28 22:14:26.097","2022/10/28 22:14:26.097","-0.6931471805599453","true"
"41","event_MESSAGE_CC_receive order request","2022/10/28 22:15:26.097","2022/10/28 22:15:26.097","-0.6931471805599453","true"
"41","check availability order","2022/10/28 22:16:26.097","2022/10/28 22:16:26.097","-0.6931471805599453","true"
"41","elaborate service","2022/10/28 22:19:26.097","2022/10/28 22:19:26.097","-0.6931471805599453","true"
"41","event_MESSAGE_send availability notification and personal info request","2022/10/28 22:20:26.097","2022/10/28 22:20:26.097","-0.6931471805599453","true"
"41","event_MESSAGE_receive personal info","2022/10/28 22:21:26.097","2022/10/28 22:21:26.097","-0.6931471805599453","true"
"41","event_MESSAGE_send order request with info subscriber","2022/10/28 22:22:26.097","2022/10/28 22:22:26.097","-0.6931471805599453","true"
"41","event_MESSAGE_receive installation confirm","2022/10/28 22:23:26.097","2022/10/28 22:23:26.097","-0.6931471805599453","true"
"41","CC_OM_end_event_","2022/10/28 22:24:26.097","2022/10/28 22:24:26.097","-0.6931471805599453","true"
"42","CC_OM_start_event_","2022/10/28 22:19:33.220","2022/10/28 22:19:33.220","-0.6931471805599453","true"
"42","event_MESSAGE_CC_receive order request","2022/10/28 22:20:33.220","2022/10/28 22:20:33.220","-0.6931471805599453","true"
"42","check availability order","2022/10/28 22:21:33.220","2022/10/28 22:21:33.220","-0.6931471805599453","true"
"42","end_event_notification unavailability","2022/10/28 22:24:33.220","2022/10/28 22:24:33.220","-0.6931471805599453","true"
"43","CC_OM_start_event_","2022/10/28 22:20:11.416","2022/10/28 22:20:11.416","-0.6931471805599453","true"
"43","event_MESSAGE_CC_receive order request","2022/10/28 22:21:11.416","2022/10/28 22:21:11.416","-0.6931471805599453","true"
"43","check availability order","2022/10/28 22:22:11.416","2022/10/28 22:22:11.416","-0.6931471805599453","true"
"43","end_event_notification unavailability","2022/10/28 22:25:11.416","2022/10/28 22:25:11.416","-0.6931471805599453","true"
"44","CC_OM_start_event_","2022/10/28 22:45:16.567","2022/10/28 22:45:16.567","-0.6931471805599453","true"
"44","event_MESSAGE_CC_receive order request","2022/10/28 22:46:16.567","2022/10/28 22:46:16.567","-0.6931471805599453","true"
"44","check availability order","2022/10/28 22:47:16.567","2022/10/28 22:47:16.567","-0.6931471805599453","true"
"44","elaborate service","2022/10/28 22:50:16.567","2022/10/28 22:50:16.567","-0.6931471805599453","true"
"44","event_MESSAGE_send availability notification and personal info request","2022/10/28 22:51:16.567","2022/10/28 22:51:16.567","-0.6931471805599453","true"
"44","event_MESSAGE_receive personal info","2022/10/28 22:52:16.567","2022/10/28 22:52:16.567","-0.6931471805599453","true"
"44","event_MESSAGE_send order request with info subscriber","2022/10/28 22:53:16.567","2022/10/28 22:53:16.567","-0.6931471805599453","true"
"44","event_MESSAGE_receive installation confirm","2022/10/28 22:54:16.567","2022/10/28 22:54:16.567","-0.6931471805599453","true"
"44","CC_OM_end_event_","2022/10/28 22:55:16.567","2022/10/28 22:55:16.567","-0.6931471805599453","true"
"45","CC_OM_start_event_","2022/10/28 22:55:36.826","2022/10/28 22:55:36.826","-0.6931471805599453","true"
"45","event_MESSAGE_CC_receive order request","2022/10/28 22:56:36.826","2022/10/28 22:56:36.826","-0.6931471805599453","true"
"45","check availability order","2022/10/28 22:57:36.826","2022/10/28 22:57:36.826","-0.6931471805599453","true"
"45","end_event_notification unavailability","2022/10/28 23:00:36.826","2022/10/28 23:00:36.826","-0.6931471805599453","true"
"46","CC_OM_start_event_","2022/10/28 23:06:09.880","2022/10/28 23:06:09.880","-0.6931471805599453","true"
"46","event_MESSAGE_CC_receive order request","2022/10/28 23:07:09.880","2022/10/28 23:07:09.880","-0.6931471805599453","true"
"46","check availability order","2022/10/28 23:08:09.880","2022/10/28 23:08:09.880","-0.6931471805599453","true"
"46","elaborate service","2022/10/28 23:11:09.880","2022/10/28 23:11:09.880","-0.6931471805599453","true"
"46","event_MESSAGE_send availability notification and personal info request","2022/10/28 23:12:09.880","2022/10/28 23:12:09.880","-0.6931471805599453","true"
"46","event_MESSAGE_receive personal info","2022/10/28 23:13:09.880","2022/10/28 23:13:09.880","-0.6931471805599453","true"
"46","event_MESSAGE_send order request with info subscriber","2022/10/28 23:14:09.880","2022/10/28 23:14:09.880","-0.6931471805599453","true"
"46","event_MESSAGE_receive installation confirm","2022/10/28 23:15:09.880","2022/10/28 23:15:09.880","-0.6931471805599453","true"
"46","CC_OM_end_event_","2022/10/28 23:16:09.880","2022/10/28 23:16:09.880","-0.6931471805599453","true"
"47","CC_OM_start_event_","2022/10/28 23:10:38.105","2022/10/28 23:10:38.105","-0.6931471805599453","true"
"47","event_MESSAGE_CC_receive order request","2022/10/28 23:11:38.105","2022/10/28 23:11:38.105","-0.6931471805599453","true"
"47","check availability order","2022/10/28 23:12:38.105","2022/10/28 23:12:38.105","-0.6931471805599453","true"
"47","elaborate service","2022/10/28 23:15:38.105","2022/10/28 23:15:38.105","-0.6931471805599453","true"
"47","event_MESSAGE_send availability notification and personal info request","2022/10/28 23:16:38.105","2022/10/28 23:16:38.105","-0.6931471805599453","true"
"47","event_MESSAGE_receive personal info","2022/10/28 23:17:38.105","2022/10/28 23:17:38.105","-0.6931471805599453","true"
"47","event_MESSAGE_send order request with info subscriber","2022/10/28 23:18:38.105","2022/10/28 23:18:38.105","-0.6931471805599453","true"
"47","event_MESSAGE_receive installation confirm","2022/10/28 23:19:38.105","2022/10/28 23:19:38.105","-0.6931471805599453","true"
"47","CC_OM_end_event_","2022/10/28 23:20:38.105","2022/10/28 23:20:38.105","-0.6931471805599453","true"
"48","CC_OM_start_event_","2022/10/28 23:11:36.503","2022/10/28 23:11:36.503","-0.6931471805599453","true"
"48","event_MESSAGE_CC_receive order request","2022/10/28 23:12:36.503","2022/10/28 23:12:36.503","-0.6931471805599453","true"
"48","check availability order","2022/10/28 23:13:36.503","2022/10/28 23:13:36.503","-0.6931471805599453","true"
"48","end_event_notification unavailability","2022/10/28 23:16:36.503","2022/10/28 23:16:36.503","-0.6931471805599453","true"
"49","CC_OM_start_event_","2022/10/28 23:21:09.917","2022/10/28 23:21:09.917","-0.6931471805599453","true"
"49","event_MESSAGE_CC_receive order request","2022/10/28 23:22:09.917","2022/10/28 23:22:09.917","-0.6931471805599453","true"
"49","check availability order","2022/10/28 23:23:09.917","2022/10/28 23:23:09.917","-0.6931471805599453","true"
"49","elaborate service","2022/10/28 23:26:09.917","2022/10/28 23:26:09.917","-0.6931471805599453","true"
"49","event_MESSAGE_send availability notification and personal info request","2022/10/28 23:27:09.917","2022/10/28 23:27:09.917","-0.6931471805599453","true"
"49","event_MESSAGE_receive personal info","2022/10/28 23:28:09.917","2022/10/28 23:28:09.917","-0.6931471805599453","true"
"49","event_MESSAGE_send order request with info subscriber","2022/10/28 23:29:09.917","2022/10/28 23:29:09.917","-0.6931471805599453","true"
"49","event_MESSAGE_receive installation confirm","2022/10/28 23:30:09.917","2022/10/28 23:30:09.917","-0.6931471805599453","true"
"49","CC_OM_end_event_","2022/10/28 23:31:09.917","2022/10/28 23:31:09.917","-0.6931471805599453","true"
"50","CC_OM_start_event_","2022/10/28 23:27:24.314","2022/10/28 23:27:24.314","-0.6931471805599453","true"
"50","event_MESSAGE_CC_receive order request","2022/10/28 23:28:24.314","2022/10/28 23:28:24.314","-0.6931471805599453","true"
"50","check availability order","2022/10/28 23:29:24.314","2022/10/28 23:29:24.314","-0.6931471805599453","true"
"50","elaborate service","2022/10/28 23:32:24.314","2022/10/28 23:32:24.314","-0.6931471805599453","true"
"50","event_MESSAGE_send availability notification and personal info request","2022/10/28 23:33:24.314","2022/10/28 23:33:24.314","-0.6931471805599453","true"
"50","event_MESSAGE_receive personal info","2022/10/28 23:34:24.314","2022/10/28 23:34:24.314","-0.6931471805599453","true"
"50","event_MESSAGE_send order request with info subscriber","2022/10/28 23:35:24.314","2022/10/28 23:35:24.314","-0.6931471805599453","true"
"50","event_MESSAGE_receive installation confirm","2022/10/28 23:36:24.314","2022/10/28 23:36:24.314","-0.6931471805599453","true"
"50","CC_OM_end_event_","2022/10/28 23:37:24.314","2022/10/28 23:37:24.314","-0.6931471805599453","true"
"51","CC_OM_start_event_","2022/10/28 23:28:06.371","2022/10/28 23:28:06.371","-0.6931471805599453","true"
"51","event_MESSAGE_CC_receive order request","2022/10/28 23:29:06.371","2022/10/28 23:29:06.371","-0.6931471805599453","true"
"51","check availability order","2022/10/28 23:30:06.371","2022/10/28 23:30:06.371","-0.6931471805599453","true"
"51","elaborate service","2022/10/28 23:33:06.371","2022/10/28 23:33:06.371","-0.6931471805599453","true"
"51","event_MESSAGE_send availability notification and personal info request","2022/10/28 23:34:06.371","2022/10/28 23:34:06.371","-0.6931471805599453","true"
"51","event_MESSAGE_receive personal info","2022/10/28 23:35:06.371","2022/10/28 23:35:06.371","-0.6931471805599453","true"
"51","event_MESSAGE_send order request with info subscriber","2022/10/28 23:36:06.371","2022/10/28 23:36:06.371","-0.6931471805599453","true"
"51","event_MESSAGE_receive installation confirm","2022/10/28 23:37:06.371","2022/10/28 23:37:06.371","-0.6931471805599453","true"
"51","CC_OM_end_event_","2022/10/28 23:38:06.371","2022/10/28 23:38:06.371","-0.6931471805599453","true"
"52","CC_OM_start_event_","2022/10/28 23:31:22.085","2022/10/28 23:31:22.085","-0.6931471805599453","true"
"52","event_MESSAGE_CC_receive order request","2022/10/28 23:32:22.085","2022/10/28 23:32:22.085","-0.6931471805599453","true"
"52","check availability order","2022/10/28 23:33:22.085","2022/10/28 23:33:22.085","-0.6931471805599453","true"
"52","elaborate service","2022/10/28 23:36:22.085","2022/10/28 23:36:22.085","-0.6931471805599453","true"
"52","event_MESSAGE_send availability notification and personal info request","2022/10/28 23:37:22.085","2022/10/28 23:37:22.085","-0.6931471805599453","true"
"52","event_MESSAGE_receive personal info","2022/10/28 23:38:22.085","2022/10/28 23:38:22.085","-0.6931471805599453","true"
"52","event_MESSAGE_send order request with info subscriber","2022/10/28 23:39:22.085","2022/10/28 23:39:22.085","-0.6931471805599453","true"
"52","event_MESSAGE_receive installation confirm","2022/10/28 23:40:22.085","2022/10/28 23:40:22.085","-0.6931471805599453","true"
"52","CC_OM_end_event_","2022/10/28 23:41:22.085","2022/10/28 23:41:22.085","-0.6931471805599453","true"
"53","CC_OM_start_event_","2022/10/28 23:35:08.249","2022/10/28 23:35:08.249","-0.6931471805599453","true"
